X,Y
120.815351633811,18.5669179744612
120.861229851291,18.4787419768457
120.894210215681,18.3148441555289
120.878927025166,18.1569770817709
120.787719525291,18.0311095320786
120.597630778656,17.8678797266921
120.520896016075,17.9588929519582
120.576667116488,18.1468348345891
120.637890335814,18.4465239128315
120.723026872226,18.2537468100372
121.075157342489,18.4383242972785
121.031603935848,18.3327389346352
121.032716011943,18.2341820763323
121.03078907532,18.0994508997246
121.049559209025,17.955070255869
121.164394065278,17.8050370410728
121.339878543903,17.7474536967876
121.42437327252,18.2739521615755
121.279020772952,18.0131034514576
121.218414306899,18.2327133478681
122.064008198846,17.6667846953552
122.20504531326,18.3313819472312
121.16385160012,18.5147757005515
121.848216014568,18.1652283985283
121.581911000842,17.9333975646611
121.761896569011,17.7242784046527
122.143346355173,19.9579739619845
121.927513730173,18.9573515376931
121.433501276662,19.3349996452772
121.401452195527,18.8886636962483
120.91558884129,17.8891994776178
120.816732923558,17.8355502543266
120.646672650069,17.7251667436179
120.848895050799,17.4383627191593
120.616448092294,17.4160047520592
120.826682735956,17.2902726212508
121.006952506007,17.6962988006422
120.813178155121,17.5628213548111
120.610491831566,17.6097532099406
120.90050991428,17.7116185657147
121.172777756749,17.5697552785956
121.470769689921,17.5788563567029
121.347429364032,17.5778640546318
121.095157962122,17.4573011089681
121.018122811547,17.2988274251479
121.189558380609,17.2577287322044
121.499877276621,17.3720285419295
121.553886446768,17.467738248318
121.290602590414,17.4262141816435
121.34608136686,17.347810128172
120.494276910328,17.8382473323438
120.478469611605,17.7427863072033
120.428745302873,17.6238926381296
120.510076489893,17.4376984249458
120.501150564242,17.3390397596486
120.503142188758,17.1912427509037
120.713083495865,17.0721750666845
120.58961520678,16.844067165745
120.501612512208,17.0499702786779
120.659338993862,16.9992851515763
120.899209275495,16.9230435194379
120.843851850574,16.9881805353762
120.866558121156,17.0935617590211
121.474068565206,17.1812132719937
121.272823456085,17.1302959735173
121.019489460315,17.1706908655191
121.177741479619,17.0670240340739
120.993450606686,17.0488556558504
121.415585469905,17.2234868670371
121.368718622057,17.1080869847865
121.766599672054,17.4100084740736
122.108763910219,17.4545638773904
121.768629912679,17.1043400780627
122.195414625631,17.218252716497
122.056586619861,16.9382374865296
121.989856535284,17.2797814805879
121.790508376271,16.8908172635196
122.303246138917,16.7321179865329
121.820084763415,16.5228331443186
121.539167758107,16.7215532992045
121.499212604146,17.0302168234364
121.482951030593,16.9282099915116
121.376575579621,16.9898365184399
121.02874035458,16.9407638581457
121.199338702927,16.9521981965233
121.006121700061,16.8189630886663
120.96616402224,16.7265652061997
121.23244548836,16.6961522486538
121.227727109664,16.8374253636226
121.126106567814,16.7609406079379
120.435779388917,16.8684816661217
120.485050345122,16.754116883943
120.513769102948,16.6427718039987
120.3858331809,16.7791611519868
120.380942697702,16.63785204875
